nama,kalori,lemak,karbo,protein,lemak_jenuh,kolesterol_mg,sodium_mg,serat_g,gula_g,url,keyword
Bumbu Opor,25,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bamboe/bumbu-opor/1-porsi,Opor Ayam
Protemil Opor,70,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/proteina/protemil-opor/1-porsi,Opor Ayam
Opor Lontong Shirataki,261,7.92,22.09,24.39,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fitfut/opor-lontong-shirataki/1-porsi,Opor Ayam
Low Fat Opor,443,15.5,35.0,41.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fit-solution/low-fat-opor/1-porsi,Opor Ayam
Double Protein Low Fat Opor,589,29.0,11.0,71.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fit-solution/double-protein-low-fat-opor/1-serving,Opor Ayam
Low Fat Opor (Chicken Breast),443,15.5,35.0,41.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fit-solution/low-fat-opor-(chicken-breast)/1-porsi,Opor Ayam
Obor,140,6.0,19.0,2.0,8.8,53.0,98.0,0.9,29.66,https://www.fatsecret.co.id/kalori-gizi/aice/obor/1-porsi,Opor Ayam
Ayam Taliwang,502,10.0,54.0,49.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/omnicore-gourmet/ayam-taliwang/1-serving,Opor Ayam
Obor Vanila,210,12.0,24.0,2.0,8.8,53.0,98.0,0.9,29.66,https://www.fatsecret.co.id/kalori-gizi/aice/obor-vanila/1-porsi,Opor Ayam
Hati Ayam,116,4.83,0.0,16.92,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/superindo/hati-ayam/100g,Opor Ayam
Sosis Ayam,200,11.0,12.0,13.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/ngetop/sosis-ayam/100g,Opor Ayam
Sosis Ayam,130,10.0,0.0,9.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/el-primo/sosis-ayam/1-porsi,Opor Ayam
Sosis Ayam,150,11.0,8.0,4.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/mabell/sosis-ayam/1-takaran-saji,Opor Ayam
Bakmi Ayam,420,16.0,51.0,18.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/bakmi-gm/bakmi-ayam/1-porsi,Opor Ayam
Kornet Ayam,100,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/salam/kornet-ayam/100g,Opor Ayam
Bubur Ayam,50,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kimbo/bubur-ayam/100g,Opor Ayam
Sosis Ayam,60,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/jofrans/sosis-ayam/2-potong,Opor Ayam
Burger Ayam,90,3.5,8.0,5.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/abbys/burger-ayam/1-porsi,Opor Ayam
Ayam Kungpao,268,12.0,14.0,23.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/satu-porsi/ayam-kungpao/1-serving,Opor Ayam
Usus Ayam,94,2.06,0.0,17.66,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/superindo/usus-ayam/100g,Opor Ayam
Obor Strawberry,150,5.0,26.0,1.0,8.8,53.0,98.0,0.9,29.66,https://www.fatsecret.co.id/kalori-gizi/aice/obor-strawberry/1-porsi,Opor Ayam
Rasa Ayam Bawang,330,13.0,45.0,7.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/pop-mie/rasa-ayam-bawang/1-porsi,Opor Ayam
Ayam Potong Berbumbu,250,9.0,19.0,24.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/so-good/ayam-potong-berbumbu/1-serving,Opor Ayam
Ayam Bakar,372,30.95,7.14,17.57,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/rumah-makan-sederhana/ayam-bakar/100g,Opor Ayam
Naget Ayam Kombinasi,260,19.0,14.0,9.0,0.64,9.0,92.0,0.1,0.14,https://www.fatsecret.co.id/kalori-gizi/asimo/naget-ayam-kombinasi/100g,Opor Ayam
Bakso Daging Ayam,270,17.0,21.0,8.0,1.39,21.0,134.0,0.1,0.42,https://www.fatsecret.co.id/kalori-gizi/ngetop/bakso-daging-ayam/100g,Opor Ayam
Sosis Ayam,170,7.0,15.0,12.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/chop-chop/sosis-ayam/2-pcs,Opor Ayam
Nasi Daging Ayam Teriyaki,470,6.0,82.0,21.0,0.0,0.0,690.0,0.0,2.35,https://www.fatsecret.co.id/kalori-gizi/indomaret/nasi-daging-ayam-teriyaki/1-porsi,Opor Ayam
Bumbu Ungkep Ayam Kuning,10,0.0,1.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/sasa/bumbu-ungkep-ayam-kuning/1-porsi,Opor Ayam
Rolade Ayam,140,4.5,13.0,12.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/ayoma/rolade-ayam/100g,Opor Ayam
Kaldu Ayam,5,0.0,1.0,1.0,0.07,0.0,792.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/nutrifarm/kaldu-ayam/1-sendok-teh,Opor Ayam
Stik Naget Ayam,280,15.0,28.0,9.0,0.64,9.0,92.0,0.1,0.14,https://www.fatsecret.co.id/kalori-gizi/okey/stik-naget-ayam/100g,Opor Ayam
Sosis Ayam Kombinasi,110,4.5,10.0,8.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/asimo/sosis-ayam-kombinasi/1-porsi,Opor Ayam
Bakpao Ayam Kecap,239,2.61,41.9,12.46,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/family-mart/bakpao-ayam-kecap/100g,Opor Ayam
Cerelac Ayam Bawang,210,5.0,36.0,7.0,0.27,0.0,223.0,1.7,7.45,https://www.fatsecret.co.id/kalori-gizi/nestle/cerelac-ayam-bawang/1-porsi,Opor Ayam
Klean Mie Ayam,170,6.0,4.0,20.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/klean-bowl/klean-mie-ayam/1-serving,Opor Ayam
Sosis Ayam,50,0.5,3.0,9.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/salam/sosis-ayam/1-porsi,Opor Ayam
Nutrimi Rasa Steak Ayam,380,15.0,54.0,7.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/supermi/nutrimi-rasa-steak-ayam/1-bungkus,Opor Ayam
Bakmi Ayam Jamur,210,12.0,20.0,6.0,0.05,0.0,5.0,1.0,1.65,https://www.fatsecret.co.id/kalori-gizi/bakmi-mewah/bakmi-ayam-jamur/1-porsi,Opor Ayam
Ayam Suwir Balado,208,4.0,11.0,32.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bellywell/ayam-suwir-balado/100g,Opor Ayam
Siomay Ayam,90,3.5,9.0,7.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fiesta/siomay-ayam/1-bungkus,Opor Ayam
Sosis Ayam,170,8.0,10.0,14.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/superindo/sosis-ayam/100g,Opor Ayam
Mi Telur Cap 3 Ayam,510,19.0,74.0,11.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/indofood/mi-telur-cap-3-ayam/1-porsi,Opor Ayam
Nugget Ayam,140,7.0,10.0,11.0,0.64,9.0,92.0,0.1,0.14,https://www.fatsecret.co.id/kalori-gizi/hato/nugget-ayam/1-porsi,Opor Ayam
Sosis Ayam Kombinasi,190,11.0,16.0,7.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/so-nice/sosis-ayam-kombinasi/1-porsi,Opor Ayam
Mi Instan Kari Ayam,300,5.0,54.0,8.0,0.05,0.0,1.0,0.7,0.06,https://www.fatsecret.co.id/kalori-gizi/lemonilo/mi-instan-kari-ayam/1-porsi,Opor Ayam
Naget Ayam Kombinasi,290,16.0,28.0,9.0,0.64,9.0,92.0,0.1,0.14,https://www.fatsecret.co.id/kalori-gizi/so-good/naget-ayam-kombinasi/100g,Opor Ayam
Gekikara Ramen Rasa Ayam Pedas,530,20.0,77.0,10.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/nissin/gekikara-ramen-rasa-ayam-pedas/1-porsi,Opor Ayam
Kornet Ayam,210,9.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/belfoods/kornet-ayam/1-takaran-saji,Opor Ayam
Mi Instan Kuah Rasa Ayam Bawang,80,1.0,14.0,2.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/lemonilo/mi-instan-kuah-rasa-ayam-bawang/1-porsi,Opor Ayam
Japota Rasa Ayam Bawang,150,10.0,15.0,2.0,0.0,0.0,1.0,0.0,17.25,https://www.fatsecret.co.id/kalori-gizi/calbee-wings/japota-rasa-ayam-bawang/1-porsi,Opor Ayam
Mi Instan Kuah Rasa Kari Ayam,80,1.5,14.0,2.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/lemonilo/mi-instan-kuah-rasa-kari-ayam/1-porsi,Opor Ayam
Burger Daging Ayam,230,12.0,16.0,14.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yona/burger-daging-ayam/100g,Opor Ayam
Bumbu Ayam Goreng,30,1.5,4.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kokita/bumbu-ayam-goreng/1-serving,Opor Ayam
Selera Pedas Rasa Ayam Pedas Limau,390,14.0,58.0,8.0,0.38,3.0,84.0,0.7,0.21,https://www.fatsecret.co.id/kalori-gizi/abc/selera-pedas-rasa-ayam-pedas-limau/1-bungkus,Opor Ayam
Ramen Rasa Kaldu Ayam Ala Jepang,380,14.0,56.0,7.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/nissin/ramen-rasa-kaldu-ayam-ala-jepang/1-bungkus,Opor Ayam
Ayam Lodho with Lontong Beras,456,12.0,46.0,41.0,0.18,0.0,301.0,1.8,0.35,https://www.fatsecret.co.id/kalori-gizi/yellowfit/ayam-lodho-with-lontong-beras/1-porsi,Opor Ayam
Promina Sup Mi Ayam Sayur,170,6.0,25.0,5.0,0.66,14.0,868.0,0.0,1.06,https://www.fatsecret.co.id/kalori-gizi/promina/promina-sup-mi-ayam-sayur/1-porsi,Opor Ayam
Kuah Gulai,135,12.43,6.74,1.78,0.05,0.0,1.0,0.7,100.0,https://www.fatsecret.co.id/kalori-gizi/umum/kuah-gulai,Gulai
Gulai Kambing,125,9.6,6.44,4.71,0.05,0.0,1.0,0.7,100.0,https://www.fatsecret.co.id/kalori-gizi/umum/gulai-kambing,Gulai
Gulai Daging Sapi,109,4.63,3.02,13.2,0.44,1.0,226.0,1.7,100.0,https://www.fatsecret.co.id/kalori-gizi/umum/gulai-daging-sapi,Gulai
Gulai Daun Singkong,224,19.0,12.56,6.3,0.05,0.0,1.0,0.7,0.06,https://www.fatsecret.co.id/kalori-gizi/umum/gulai-daun-singkong,Gulai
Gulai Ikan,100,4.59,1.9,12.4,0.05,0.0,1.0,0.7,100.0,https://www.fatsecret.co.id/kalori-gizi/umum/gulai-ikan,Gulai
Gulai Pakis,140,11.8,6.4,4.93,0.02,0.0,10.0,1.2,100.0,https://www.fatsecret.co.id/kalori-gizi/umum/gulai-pakis,Gulai
Gulai Tunjang,122,5.61,3.56,13.87,0.05,0.0,1.0,0.7,100.0,https://www.fatsecret.co.id/kalori-gizi/umum/gulai-tunjang,Gulai
"Gulai Beef, Brown Rice, Protein Misro",452,15.0,46.0,31.0,0.18,0.0,301.0,1.8,0.35,https://www.fatsecret.co.id/kalori-gizi/healthy-go/gulai-beef-brown-rice-protein-misro/1-porsi,Gulai
Gulai Daging Tauco Padang W Gurih Brown Rice,452,15.0,46.0,31.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/gulai-daging-tauco-padang-w-gurih-brown-rice/1-porsi,Gulai
Bumbu Gulai,25,1.5,2.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indofood/bumbu-gulai/1-porsi,Gulai
Gulai Ikan Padang with Nasi Goreng Cabe Ijo and Telur Dadar Padang,417,12.0,44.0,32.0,0.2,58.0,81.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/gulai-ikan-padang-with-nasi-goreng-cabe-ijo-and-telur-dadar-padang/1-serving,Gulai
Gulai Ayam with Nasi Gurih + Perkedel Panggang,507,15.0,59.0,34.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellow-fit-kitchen/gulai-ayam-with-nasi-gurih-perkedel-panggang/1-serving,Gulai
Ikan Tuna Bumbu Gulai,110,0.5,1.0,24.0,0.18,17.0,61.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/maya/ikan-tuna-bumbu-gulai/100g,Gulai
Kopi dengan Gula,29,0.01,7.12,0.19,0.01,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/kopi-dengan-gula,Gulai
Minuman Rasa Limun dengan Gula (Dibuat dengan Bubuk Campuran),92,0.0,22.52,0.0,0.02,0.0,5.0,0.0,1.0,https://www.fatsecret.co.id/kalori-gizi/umum/minuman-rasa-limun-dengan-gula-(dibuat-dengan-bubuk-campuran),Gulai
Traditional Creamy Gulai Chicken,442,13.0,46.0,34.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/traditional-creamy-gulai-chicken/1-serving,Gulai
Saus Apel dengan Gula,76,0.18,19.91,0.18,0.03,0.0,3.0,1.4,100.0,https://www.fatsecret.co.id/kalori-gizi/umum/saus-apel-dengan-gula,Gulai
Gula Aren,58,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.2,https://www.fatsecret.co.id/kalori-gizi/umum/gula-aren,Gulai
Es Loli (Bebas Gula),12,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/es-loli-(bebas-gula),Gulai
Kue Wortel dengan Lapisan (Gula),326,16.7,42.37,3.09,3.08,48.0,147.0,0.9,31.3,https://www.fatsecret.co.id/kalori-gizi/umum/kue-wortel-dengan-lapisan-(gula),Gulai
Kue Mentega atau Gula,43,1.94,5.9,0.49,0.24,0.0,16.0,0.1,1.38,https://www.fatsecret.co.id/kalori-gizi/umum/kue-mentega-atau-gula,Gulai
Stroberi Beku dengan Gula,222,0.36,59.82,1.33,0.02,0.0,1.0,2.0,4.66,https://www.fatsecret.co.id/kalori-gizi/umum/stroberi-beku-dengan-gula,Gulai
Vegan Gulai,403,11.0,46.0,30.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/fit-solution/vegan-gulai/1-porsi,Gulai
Racik Bumbu Spesial Gulai,30,0.5,5.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indofood/racik-bumbu-spesial-gulai/1-serving,Gulai
Brownies dengan Lapisan (Gula),170,6.85,26.84,2.02,0.97,12.0,50.0,0.7,12.5,https://www.fatsecret.co.id/kalori-gizi/umum/brownies-dengan-lapisan-(gula),Gulai
Kue Gula (dengan Margarin),66,3.28,8.4,0.83,0.24,0.0,16.0,0.1,1.38,https://www.fatsecret.co.id/kalori-gizi/umum/kue-gula-(dengan-margarin),Gulai
Permen Karet (tanpa Gula),5,0.01,1.9,0.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/permen-karet-(tanpa-gula),Gulai
Gula,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2,https://www.fatsecret.co.id/kalori-gizi/thermolyte/gula/1-sachet,Gulai
Kue Gula (Termasuk Vanilla),72,3.16,10.18,0.76,0.24,0.0,16.0,0.1,1.38,https://www.fatsecret.co.id/kalori-gizi/umum/kue-gula-(termasuk-vanilla),Gulai
Kue Mangkok dengan Lapisan (Gula),370,10.96,67.8,2.85,0.0,0.0,0.0,0.0,100.0,https://www.fatsecret.co.id/kalori-gizi/umum/kue-mangkok-dengan-lapisan-(gula),Gulai
Gula,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2,https://www.fatsecret.co.id/kalori-gizi/diabetasol/gula/100g,Gulai
Stroberi dengan Gula,87,0.49,21.4,1.11,0.02,0.0,1.0,2.0,4.66,https://www.fatsecret.co.id/kalori-gizi/umum/stroberi-dengan-gula,Gulai
Gulab Jamun,145,7.09,17.67,3.22,0.0,0.0,2.0,0.0,3.77,https://www.fatsecret.co.id/kalori-gizi/umum/gulab-jamun,Gulai
Gula,5,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.85,https://www.fatsecret.co.id/kalori-gizi/tropicana-slim/gula/1-bedak-wangi,Gulai
"Kopi (Bubuk Rasa Cappuccino, Instan, dengan Gula)",231,3.17,48.99,1.77,0.01,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/kopi-(bubuk-rasa-cappuccino-instan-dengan-gula),Gulai
Creamy Tongseng Chicken with Beetroot Fried Rice + Gulai Tofu,488,17.0,49.0,34.0,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/healthy-go/creamy-tongseng-chicken-with-beetroot-fried-rice-gulai-tofu/1-porsi-1-kotak,Gulai
Es Kopi dengan Krim dan Gula,50,1.42,9.14,0.38,1.3,0.0,11.0,0.0,8.51,https://www.fatsecret.co.id/kalori-gizi/umum/es-kopi-dengan-krim-dan-gula,Gulai
Gula,16,0.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,https://www.fatsecret.co.id/kalori-gizi/umum/gula,Gulai
Donat Dilapisi Gula atau Coklat Mengkilat,250,11.94,34.44,2.7,3.63,37.0,546.0,1.5,22.5,https://www.fatsecret.co.id/kalori-gizi/umum/donat-dilapisi-gula-atau-coklat-mengkilat,Gulai
Es Krim Vanila Ringan (tanpa Tambahan Gula),105,5.07,14.57,2.7,8.8,53.0,98.0,0.9,29.66,https://www.fatsecret.co.id/kalori-gizi/umum/es-krim-vanila-ringan-(tanpa-tambahan-gula),Gulai
Donat Dilapisi Gula,192,10.3,22.86,2.34,3.63,37.0,546.0,1.5,22.5,https://www.fatsecret.co.id/kalori-gizi/umum/donat-dilapisi-gula,Gulai
Padang Kaliyo Chicken with Gulai Fried Rice + Telur Barendo,437,12.0,44.0,37.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/padang-kaliyo-chicken-with-gulai-fried-rice-telur-barendo/1-porsi,Gulai
Beef And Chicken Gulai With Corn Rice,452,12.0,50.0,36.0,2.17,83.0,393.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/beef-and-chicken-gulai-with-corn-rice/1-porsi,Gulai
"Selai, Pengawet, Selai Jeruk (Rendah Gula)",26,0.04,6.57,0.08,0.0,0.0,8.0,0.1,8.95,https://www.fatsecret.co.id/kalori-gizi/umum/selai-pengawet-selai-jeruk-(rendah-gula),Gulai
Gula Putih (Butiran atau Gumpalan),16,0.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,https://www.fatsecret.co.id/kalori-gizi/umum/gula-putih-(butiran-atau-gumpalan),Gulai
Es Kopi dengan Susu dan Gula,30,0.14,7.14,0.31,1.3,0.0,11.0,0.0,8.51,https://www.fatsecret.co.id/kalori-gizi/umum/es-kopi-dengan-susu-dan-gula,Gulai
Gula,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.2,https://www.fatsecret.co.id/kalori-gizi/diasweet/gula/1-sachet,Gulai
Gula Bubuk,10,0.0,2.49,0.0,0.0,0.0,0.0,0.0,4.2,https://www.fatsecret.co.id/kalori-gizi/umum/gula-bubuk,Gulai
Gulai Daging Sapi dengan Mie,366,14.42,27.46,30.1,0.44,1.0,226.0,1.7,1.93,https://www.fatsecret.co.id/kalori-gizi/umum/gulai-daging-sapi-dengan-mie,Gulai
Gulai Daging Tauco Padangwith Gurih Brown Rice + High Protein Kue Misro,624,23.0,46.0,55.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/gulai-daging-tauco-padangwith-gurih-brown-rice-high-protein-kue-misro/1-serving,Gulai
Kakao dan Campuran Gula (dengan Susu Skim),158,0.7,29.97,8.6,1.9,13.0,133.0,1.0,1.0,https://www.fatsecret.co.id/kalori-gizi/umum/kakao-dan-campuran-gula-(dengan-susu-skim),Gulai
Madu Bebas Gula,20,0.0,8.0,0.0,0.0,0.0,1.0,0.0,17.25,https://www.fatsecret.co.id/kalori-gizi/tropicana-slim/madu-bebas-gula/1-sendok,Gulai
Dendeng Lambok Hijau With Nasi Gurih + Gulai Tahu Telur,665,17.0,67.0,61.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/dendeng-lambok-hijau-with-nasi-gurih-gulai-tahu-telur/1-porsi,Gulai
Kakao dan Campuran Gula (dengan Susu Rendah Lemak),178,2.75,30.1,8.6,1.9,13.0,133.0,1.0,28.95,https://www.fatsecret.co.id/kalori-gizi/umum/kakao-dan-campuran-gula-(dengan-susu-rendah-lemak),Gulai
Gula Pasir,16,0.0,4.2,0.0,0.0,0.0,0.0,0.0,4.2,https://www.fatsecret.co.id/kalori-gizi/umum/gula-pasir,Gulai
Gula Aren,120,0.0,29.0,0.0,0.0,0.0,0.0,0.0,4.2,https://www.fatsecret.co.id/kalori-gizi/timurasa/gula-aren/2-sdm,Gulai
Gula Aren,100,2.5,18.0,1.0,0.01,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/top-coffee/gula-aren/1-sachet,Gulai
Traditional Creamy Beef Gulai with Nasi Bunga Telang + Balado Boiled Egg,445,14.0,44.0,34.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/traditional-creamy-beef-gulai-with-nasi-bunga-telang-balado-boiled-egg/1-serving,Gulai
Teh Javana Gula Batu,60,0.0,14.0,0.0,0.01,0.0,7.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/wings-food/teh-javana-gula-batu/1-porsi,Gulai
Top Coffee Gula Aren,100,2.5,18.0,1.0,3.32,20.0,126.0,0.0,13.55,https://www.fatsecret.co.id/kalori-gizi/wings-food/top-coffee-gula-aren/1-sachet,Gulai
Lokalate Kopi Gula Aren,70,2.5,11.0,1.0,0.01,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/nutrifood/lokalate-kopi-gula-aren/1-sachet,Gulai
Roti Tawar Tabur Gula,210,2.5,40.0,6.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/my-roti/roti-tawar-tabur-gula/2-pieces,Gulai
Ayam Panggang Rempah And Bistik Jawa With Lontong Kuah Gulai + Tempe Bacem,452,12.0,48.0,38.0,0.67,65.0,75.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yellowfit/ayam-panggang-rempah-and-bistik-jawa-with-lontong-kuah-gulai-tempe-bacem/1-porsi,Gulai
Gilus Mix Gula Aren,90,0.0,21.0,1.0,0.01,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/tora-bika/gilus-mix-gula-aren/1-sachet,Gulai
Kopi + Gula,100,0.5,23.0,1.0,0.01,0.0,5.0,0.0,23.0,https://www.fatsecret.co.id/kalori-gizi/kopi-luwak/kopi-gula/1-bungkus,Gulai
Roti Pandan Isi Kelapa Gula Aren,160,2.0,30.0,4.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/my-roti/roti-pandan-isi-kelapa-gula-aren/1-porsi,Gulai
Teh Rio Gula Batu,60,0.0,15.0,0.0,0.01,0.0,7.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/wings-food/teh-rio-gula-batu/1-porsi,Gulai
Gula Aren,90,3.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pikopi/gula-aren/1-bungkus,Gulai
Roti Pandan Isi Kelapa Gula Aren,160,2.0,30.0,4.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/yamazaki/roti-pandan-isi-kelapa-gula-aren/1-porsi,Gulai
Gula Aren,90,0.5,21.0,1.0,0.01,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kapal-api/gula-aren/1-sajian,Gulai
Bubblecrumbs Rendang Chicken Katsu With Gulai Fried Rice + Telur Balado,486,16.0,47.0,37.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/bubblecrumbs-rendang-chicken-katsu-with-gulai-fried-rice-telur-balado/1-porsi,Gulai
Bept Rendang Neatioaf With Creamy Gulai Penne And Terong Balado,458,17.0,45.0,31.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/bept-rendang-neatioaf-with-creamy-gulai-penne-and-terong-balado/1-porsi,Gulai
Roti Sisir Klasik Margarin Gula,240,11.0,32.0,4.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/mr-bread/roti-sisir-klasik-margarin-gula/2-serving,Gulai
Kopi + Gula,60,0.0,15.0,1.0,0.01,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kopi-luwak/kopi-gula/1-serving,Gulai
Ayam Gulai Padang Fit with Nasi Gurih and Perkedel Kentang,442,13.0,46.0,34.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/healthy-go/ayam-gulai-padang-fit-with-nasi-gurih-and-perkedel-kentang/1-serving,Gulai
Telur Gabus Gula Aren,110,7.0,11.0,1.0,10.96,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/kata-oma/telur-gabus-gula-aren/1-porsi,Gulai
Telur Gabus Rasa Gula Aren,110,7.0,11.0,1.0,10.96,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/kata-oma/telur-gabus-rasa-gula-aren/1-porsi,Gulai
Kopi Plus Gula,70,0.0,17.0,1.0,0.01,0.0,5.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/abc/kopi-plus-gula/1-bungkus,Gulai
Tulus Mix Gula Aren,90,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/abc/tulus-mix-gula-aren/1-porsi,Gulai
