nama,kalori,lemak,karbo,protein,lemak_jenuh,kolesterol_mg,sodium_mg,serat_g,gula_g,url,keyword
Kornet Daging Sapi,180,2.0,20.0,20.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umia-mi/kornet-daging-sapi/1-porsi,Daging
Bakso Daging Sapi,57,3.69,2.12,3.47,1.39,21.0,134.0,0.1,0.42,https://www.fatsecret.co.id/kalori-gizi/umum/bakso-daging-sapi,Daging
"Nachos dengan Daging Sapi, Kacang-kacangan, Keju dan Krim Asam",186,10.76,16.02,6.98,12.2,137.0,494.0,1.9,0.56,https://www.fatsecret.co.id/kalori-gizi/umum/nachos-dengan-daging-sapi-kacang-kacangan-keju-dan-krim-asam,Daging
Daging Sapi Asap (98% Bebas Lemak),54,0.66,0.88,11.17,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-sapi-asap-(98-bebas-lemak),Daging
Kentang Panggang yang Diisi Daging Babi dan Keju (Kulit Dimakan),322,13.72,38.92,11.86,0.42,0.0,235.0,2.1,1.14,https://www.fatsecret.co.id/kalori-gizi/umum/kentang-panggang-yang-diisi-daging-babi-dan-keju-(kulit-dimakan),Daging
"Burrito dengan Daging Sapi, Kacang-kacangan dan Keju",628,32.92,48.12,34.32,6.98,72.0,784.0,2.0,1.26,https://www.fatsecret.co.id/kalori-gizi/umum/burrito-dengan-daging-sapi-kacang-kacangan-dan-keju,Daging
Daging Sapi Giling tanpa Lemak,269,17.67,0.0,25.54,7.19,88.0,400.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-sapi-giling-tanpa-lemak,Daging
Pizza Kerak Tipis dengan Daging dan Sayuran,239,11.87,22.8,10.26,4.3,21.0,462.0,1.6,3.06,https://www.fatsecret.co.id/kalori-gizi/umum/pizza-kerak-tipis-dengan-daging-dan-sayuran,Daging
Burrito dengan Daging Sapi,430,19.94,33.7,26.87,6.98,72.0,784.0,2.0,1.26,https://www.fatsecret.co.id/kalori-gizi/umum/burrito-dengan-daging-sapi,Daging
Keju Isi Kerang dengan Saus Daging,138,5.93,13.01,7.96,0.18,0.0,232.0,1.8,0.56,https://www.fatsecret.co.id/kalori-gizi/umum/keju-isi-kerang-dengan-saus-daging,Daging
Nasi Daging Ayam Teriyaki,470,6.0,82.0,21.0,0.0,0.0,690.0,0.0,2.35,https://www.fatsecret.co.id/kalori-gizi/indomaret/nasi-daging-ayam-teriyaki/1-porsi,Daging
Potongan Daging Babi Goreng,279,18.5,0.0,26.41,6.17,90.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/potongan-daging-babi-goreng,Daging
Telur Dadar atau Telur Orak-Arik dengan Daging Babi (Asap),184,13.05,1.48,14.22,2.24,215.0,171.0,0.0,1.06,https://www.fatsecret.co.id/kalori-gizi/umum/telur-dadar-atau-telur-orak-arik-dengan-daging-babi-(asap),Daging
"Chalupa dengan Daging Sapi, Keju, Selada, Tomat dan Krim Asam",482,30.12,32.48,19.48,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/chalupa-dengan-daging-sapi-keju-selada-tomat-dan-krim-asam,Daging
Bakso Daging Ayam Saus Barbekiu,70,3.0,5.0,7.0,1.39,21.0,134.0,0.1,0.42,https://www.fatsecret.co.id/kalori-gizi/fiesta/bakso-daging-ayam-saus-barbekiu/1-sajian,Daging
Sup Krim Daging Sapi Lada Hitam,60,1.0,10.0,1.0,0.99,5.0,705.0,1.0,10.54,https://www.fatsecret.co.id/kalori-gizi/mama-suka/sup-krim-daging-sapi-lada-hitam/1-sajian,Daging
"Daging Paha Ayam (Ayam Pedaging, Dipanggang, Dimasak)",209,10.88,0.0,25.94,0.67,65.0,75.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-paha-ayam-(ayam-pedaging-dipanggang-dimasak),Daging
Kuah/Kaldu Daging Sapi (Kalengan),123,5.5,11.21,8.74,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/kuah-kaldu-daging-sapi-(kalengan),Daging
Sandwich Daging Sapi Panggang,341,13.49,26.02,26.85,2.93,0.0,483.0,2.9,12.11,https://www.fatsecret.co.id/kalori-gizi/umum/sandwich-daging-sapi-panggang,Daging
Kari Daging Domba,109,5.86,1.57,11.96,0.05,0.0,1.0,0.7,0.06,https://www.fatsecret.co.id/kalori-gizi/umum/kari-daging-domba,Daging
Sosis Daging Ayam dan Sapi,90,6.0,2.0,7.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/fiesta/sosis-daging-ayam-dan-sapi/15-porsi,Daging
Burrito dengan Daging Sapi dan Kacang-kacangan,547,21.97,58.12,28.2,6.98,72.0,784.0,2.0,1.26,https://www.fatsecret.co.id/kalori-gizi/umum/burrito-dengan-daging-sapi-dan-kacang-kacangan,Daging
Daging Rendang Sambal Hijau,510,18.0,61.0,26.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yummy-choice/daging-rendang-sambal-hijau/1-porsi,Daging
Kornet Daging Sapi dengan Jamur,80,4.0,4.0,7.0,1.33,21.0,238.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pronas/kornet-daging-sapi-dengan-jamur/1-porsi,Daging
Bakso Daging Sapi,300,15.0,27.0,15.0,1.39,21.0,134.0,0.1,0.42,https://www.fatsecret.co.id/kalori-gizi/bernardi/bakso-daging-sapi/1-porsi,Daging
Daging Kacang Polong,160,3.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/milna/daging-kacang-polong/1-serving,Daging
Telur Dadar atau Telur Orak-Arik dengan Keju dan Daging Babi (Asap),152,11.15,1.97,10.63,2.24,215.0,171.0,0.0,1.06,https://www.fatsecret.co.id/kalori-gizi/umum/telur-dadar-atau-telur-orak-arik-dengan-keju-dan-daging-babi-(asap),Daging
Daging Ayam Giling,180,9.0,0.0,25.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/astro-goods/daging-ayam-giling/100g,Daging
Daging dan Kulit Sayap Ayam (Ayam Pedaging),64,4.63,0.0,5.32,1.51,23.0,113.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-dan-kulit-sayap-ayam-(ayam-pedaging),Daging
Quesadilla tanpa Daging dengan Keju,345,20.27,26.2,14.1,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/quesadilla-tanpa-daging-dengan-keju,Daging
Daging Tuna dalam Minyak,70,1.0,0.0,16.0,0.23,30.0,338.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/vinisi/daging-tuna-dalam-minyak/1-takaran-saji,Daging
Bakso Daging Sapi,70,2.5,3.0,9.0,1.39,21.0,134.0,0.1,0.42,https://www.fatsecret.co.id/kalori-gizi/salam/bakso-daging-sapi/1-serving,Daging
Daging Sapi Cah Cabai,150,8.0,11.0,9.0,0.38,3.0,84.0,0.7,0.21,https://www.fatsecret.co.id/kalori-gizi/bakmi-gm/daging-sapi-cah-cabai/1-porsi,Daging
Daging Kebab Sapi,170,9.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/kemfood/daging-kebab-sapi/1-porsi,Daging
Quesadilla dengan Daging dan Keju,324,19.12,20.14,17.25,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/quesadilla-dengan-daging-dan-keju,Daging
Kornet Daging Sapi,80,4.5,4.0,6.0,1.33,21.0,238.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pronas/kornet-daging-sapi/1-porsi,Daging
Abon Daging Sapi,120,6.0,14.0,4.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pronas/abon-daging-sapi/1-serving,Daging
Taquitos dengan Daging,321,17.97,23.2,17.25,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/taquitos-dengan-daging,Daging
Daging Shortplate Slice Import,252,14.0,0.0,24.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/astro-goods/daging-shortplate-slice-import/100g,Daging
Nachos dengan Daging Sapi dan Keju,306,20.14,11.68,19.33,12.2,137.0,494.0,1.9,0.56,https://www.fatsecret.co.id/kalori-gizi/umum/nachos-dengan-daging-sapi-dan-keju,Daging
Burger Daging Ayam,230,12.0,16.0,14.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yona/burger-daging-ayam/100g,Daging
Rendang Daging,500,43.0,14.0,15.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pagi-sore/rendang-daging/100g,Daging
"Taco tanpa Daging atau Tostada dengan Kacang-kacangan dan Keju, Selada, Tomat dan Salsa",144,6.83,16.42,5.29,2.38,28.0,202.0,1.4,0.98,https://www.fatsecret.co.id/kalori-gizi/umum/taco-tanpa-daging-atau-tostada-dengan-kacang-kacangan-dan-keju-selada-tomat-dan-salsa,Daging
Lemper Daging,45,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/shine-cake/lemper-daging/1-porsi,Daging
Bakso Daging Sapi,160,10.0,3.0,16.0,1.39,21.0,134.0,0.1,0.42,https://www.fatsecret.co.id/kalori-gizi/yomas/bakso-daging-sapi/100g,Daging
Daging Brisket Slice Aus,200,13.0,0.0,24.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/astro-goods/daging-brisket-slice-aus/100g,Daging
Enchilada tanpa Daging dengan Keju,221,13.64,16.04,9.74,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/enchilada-tanpa-daging-dengan-keju,Daging
Bakso Daging Ayam,270,17.0,21.0,8.0,1.39,21.0,134.0,0.1,0.42,https://www.fatsecret.co.id/kalori-gizi/ngetop/bakso-daging-ayam/100g,Daging
Rendang Daging Sapi,150,10.0,6.0,10.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pronas/rendang-daging-sapi/100g,Daging
Daging Babi Asap atau Diawetkan,27,2.09,0.07,1.85,0.69,6.0,116.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-babi-asap-atau-diawetkan,Daging
"Daging Sapi T-Bone Steak (Bagian tanpa Lemak, Diiris Hingga 0 cm Lemak, Dimasak, Dipanggang)",189,8.69,0.0,25.99,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-sapi-t-bone-steak-(bagian-tanpa-lemak-diiris-hingga-0-cm-lemak-dimasak-dipanggang),Daging
Rolade Daging Sapi,140,3.5,14.0,13.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/yomas/rolade-daging-sapi/100g,Daging
Masako Daging,0,0.0,0.0,0.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/ajinomoto/masako-daging/1-porsi,Daging
Daging Sapi Bologna (Rendah Lemak),57,4.14,1.46,3.3,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-sapi-bologna-(rendah-lemak),Daging
Daging Babi Segar,114,7.37,0.0,11.22,6.17,90.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-babi-segar,Daging
Saikoro Daging Ayam,160,5.0,7.0,23.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yomas/saikoro-daging-ayam/100g,Daging
Nasi Goreng tanpa Daging,151,5.48,20.97,4.23,1.14,52.0,415.0,0.7,0.76,https://www.fatsecret.co.id/kalori-gizi/umum/nasi-goreng-tanpa-daging,Daging
Saikoro Daging Sapi,130,1.5,9.0,20.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yomas/saikoro-daging-sapi/100g,Daging
Saus Spageti tanpa Daging,74,2.38,11.27,1.95,0.33,0.0,481.0,0.4,8.88,https://www.fatsecret.co.id/kalori-gizi/umum/saus-spageti-tanpa-daging,Daging
Sup Mi Daging Sayur,130,4.5,18.0,3.5,0.66,14.0,868.0,0.0,1.06,https://www.fatsecret.co.id/kalori-gizi/promina/sup-mi-daging-sayur/1-sachet,Daging
Sayuran Rebus (tanpa Daging),56,0.97,9.73,2.65,0.44,1.0,226.0,1.7,1.93,https://www.fatsecret.co.id/kalori-gizi/umum/sayuran-rebus-(tanpa-daging),Daging
Schnitzel Daging Sapi Muda,194,7.8,8.37,23.2,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/schnitzel-daging-sapi-muda,Daging
Bakso Daging Sapi dan Babi,25,1.43,1.0,1.9,1.39,21.0,134.0,0.1,0.42,https://www.fatsecret.co.id/kalori-gizi/umum/bakso-daging-sapi-dan-babi,Daging
Bakso Daging Babi,47,1.95,1.33,5.55,1.39,21.0,134.0,0.1,0.42,https://www.fatsecret.co.id/kalori-gizi/umum/bakso-daging-babi,Daging
"Daging Banteng Top Sirloin (Daging Saja, Diiris Hingga 0 cm Lemak)",113,2.4,0.0,21.4,0.89,71.0,51.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-banteng-top-sirloin-(daging-saja-diiris-hingga-0-cm-lemak),Daging
Daging Banteng (Daging Saja),109,1.84,0.0,21.62,0.69,62.0,54.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-banteng-(daging-saja),Daging
Bakpao Daging Ayam,270,9.0,31.0,18.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/beeru/bakpao-daging-ayam/100g,Daging
Patties Daging Sapi (Burger),150,8.0,11.0,8.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/jofrans/patties-daging-sapi-(burger)/1-porsi,Daging
Empal Daging Balado,569,17.0,57.0,47.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/omnicore-gourmet/empal-daging-balado/1-serving,Daging
Bumbu Ekstrak Daging Ayam,5,0.0,1.0,1.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/sasa/bumbu-ekstrak-daging-ayam/1-sdt,Daging
Roti Isi Daging Ayam,210,5.0,34.0,7.0,0.23,0.0,138.0,1.1,1.43,https://www.fatsecret.co.id/kalori-gizi/mr-bread/roti-isi-daging-ayam/1-bungkus,Daging
Burger Daging Ayam,260,13.0,24.0,12.0,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/champ/burger-daging-ayam/100g,Daging
Sosis Daging Sapi Cocktail,130,6.0,3.0,16.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/yomas/sosis-daging-sapi-cocktail/100g,Daging
Bakso Daging Ayam Kerikil,200,7.0,16.0,19.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umia-mi/bakso-daging-ayam-kerikil/100g,Daging
Tasty Bakmi Ayam Daging Ayam Asli,590,22.0,84.0,15.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/mie-sedaap/tasty-bakmi-ayam-daging-ayam-asli/1-bungkus,Daging
Mini Pao Isi Daging Sapi,220,5.0,38.0,6.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umia-mi/mini-pao-isi-daging-sapi/5-biji,Daging
Bumbu Nasi Goreng Daging Sapi,100,6.0,7.0,4.0,0.0,0.0,2325.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/pronas/bumbu-nasi-goreng-daging-sapi/1-porsi,Daging
Supermi Extra Rasa Soto Daging,440,15.0,65.0,9.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/supermi/supermi-extra-rasa-soto-daging/100g,Daging
Kecap Manis Rasa Daging Asap,35,0.0,8.0,0.0,0.01,0.0,167.0,0.0,3.42,https://www.fatsecret.co.id/kalori-gizi/abc/kecap-manis-rasa-daging-asap/1-takaran-saji,Daging
Mandu Isi Daging Dan Sayur,100,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bibigo/mandu-isi-daging-dan-sayur/1-servings,Daging
Nasi Daging Sapi Lada Hitam,390,3.5,71.0,18.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/circle-k/nasi-daging-sapi-lada-hitam/1-porsi,Daging
Bubur Tim Daging Dan Brokoli,100,1.5,20.0,3.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/promina/bubur-tim-daging-dan-brokoli/1-sachet,Daging
Sosis Daging Ayam Cheesy Melts,100,5.0,6.0,7.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/fiesta/sosis-daging-ayam-cheesy-melts/1-porsi,Daging
Daging Sapi Tenderloin (Diiris Hingga 0.3 cm Lemak),247,18.16,0.0,19.61,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-sapi-tenderloin-(diiris-hingga-03-cm-lemak),Daging
Daging Dada Kalkun,104,1.66,4.21,17.07,0.48,43.0,1015.0,0.5,3.51,https://www.fatsecret.co.id/kalori-gizi/umum/daging-dada-kalkun,Daging
Daging Babi Asap Madu (Dimasak),122,2.37,7.27,17.93,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-babi-asap-madu-(dimasak),Daging
Bumbu Kari Ayam dan Daging,20,1.0,3.0,1.0,0.05,0.0,1.0,0.7,0.06,https://www.fatsecret.co.id/kalori-gizi/adabi/bumbu-kari-ayam-dan-daging/1-takaran-saji,Daging
Daging Babi Hutan,122,3.33,0.0,21.51,10.96,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/umum/daging-babi-hutan,Daging
Daging Rusa Buru,120,2.42,0.0,22.96,10.96,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/umum/daging-rusa-buru,Daging
Lauk Daging Sapi Cabe Ijo,160,10.0,7.0,11.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/yummy-choice/lauk-daging-sapi-cabe-ijo/1-bungkus,Daging
Daging Kelinci,136,5.55,0.0,20.05,10.96,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/umum/daging-kelinci,Daging
"Daging Kelinci Liar (Dimasak, Direbus)",173,3.51,0.0,33.02,10.96,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/umum/daging-kelinci-liar-(dimasak-direbus),Daging
Kacang Panggang dengan Daging Babi (Kalengan),268,3.92,50.55,13.13,1.95,5.0,422.0,5.5,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/kacang-panggang-dengan-daging-babi-(kalengan),Daging
YC Nasi Yummy Daging Sapi Suwir,490,17.0,70.0,14.0,2.22,0.0,9.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indomaret/yc-nasi-yummy-daging-sapi-suwir/1-porsi,Daging
Daging Kuda,133,4.6,0.0,21.39,10.96,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/umum/daging-kuda,Daging
Chimichanga dengan Daging Sapi dan Keju,242,12.81,21.49,10.96,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/chimichanga-dengan-daging-sapi-dan-keju,Daging
Enchilada dengan Keju dan Daging Sapi,168,9.19,15.87,6.21,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/enchilada-dengan-keju-dan-daging-sapi,Daging
Cheeseburger dengan Daging Babi Asap dan Bumbu,608,36.76,37.13,32.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/cheeseburger-dengan-daging-babi-asap-dan-bumbu,Daging
Sosis Daging Ayam dan Sapi Original,80,2.5,7.0,8.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/fiesta/sosis-daging-ayam-dan-sapi-original/1-potong,Daging
Sandwich dengan Daging Sapi Panggang dengan Keju,473,18.0,45.37,32.23,2.93,0.0,483.0,2.9,12.11,https://www.fatsecret.co.id/kalori-gizi/umum/sandwich-dengan-daging-sapi-panggang-dengan-keju,Daging
Pizza Daging dan Sayuran (36 cm),332,14.82,34.52,14.99,4.3,21.0,462.0,1.6,3.06,https://www.fatsecret.co.id/kalori-gizi/umum/pizza-daging-dan-sayuran-(36-cm),Daging
Daging Dada dan Kulit Ayam (Ayam Pedaging),172,9.25,0.0,20.85,2.17,83.0,393.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-dada-dan-kulit-ayam-(ayam-pedaging),Daging
Nasi Siap Saji dengan Daging Sapi Yakiniku,430,14.0,64.0,12.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/indomaret/nasi-siap-saji-dengan-daging-sapi-yakiniku/1-takaran-saji,Daging
Daging Paha dan Kulit Ayam (Ayam Pedaging),118,6.34,0.0,14.07,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-paha-dan-kulit-ayam-(ayam-pedaging),Daging
Daging Paha Ayam (Ayam Pedaging),119,3.91,0.0,19.65,2.36,51.0,223.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-paha-ayam-(ayam-pedaging),Daging
Bakmi Daging Sapi Cah Cabai,580,26.0,60.0,26.0,0.42,29.0,236.0,1.2,0.4,https://www.fatsecret.co.id/kalori-gizi/bakmi-gm/bakmi-daging-sapi-cah-cabai/1-porsi,Daging
Nasi Daging Sapi Cah Cabai,530,12.5,82.0,20.0,7.73,87.0,384.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/bakmi-gm/nasi-daging-sapi-cah-cabai/1-porsi,Daging
Daging dan Kulit Ayam (Panggang),216,15.85,0.0,17.14,0.67,65.0,75.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-dan-kulit-ayam-(panggang),Daging
Daging Bebek,132,5.95,0.0,18.28,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-bebek,Daging
Daging Angsa,161,7.13,0.0,22.75,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-angsa,Daging
Daging dan Kulit Burung Puyuh,192,12.05,0.0,19.63,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-dan-kulit-burung-puyuh,Daging
Daging Burung Puyuh,134,4.53,0.0,21.76,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-burung-puyuh,Daging
Daging Dada Burung Puyuh,256,6.22,0.0,46.99,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-dada-burung-puyuh,Daging
Sosis Horeca Daging Sapi Ayam,70,2.5,5.0,7.0,1.5,7.0,146.0,0.0,0.33,https://www.fatsecret.co.id/kalori-gizi/bernardi/sosis-horeca-daging-sapi-ayam/1-porsi,Daging
Daging dan Kulit Burung Dara,294,23.8,0.0,18.47,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-dan-kulit-burung-dara,Daging
Daging Burung Dara,142,7.5,0.0,17.5,3.76,87.0,404.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-burung-dara,Daging
Daging Kalkun,119,2.86,0.0,21.77,2.0,77.0,69.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-kalkun,Daging
"Daging Kalkun (Dimasak, Dipanggang)",170,4.97,0.0,29.32,1.64,76.0,70.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-kalkun-(dimasak-dipanggang),Daging
Daging Dada dan Kulit Kalkun,157,7.02,0.0,21.89,0.48,43.0,1015.0,0.5,3.51,https://www.fatsecret.co.id/kalori-gizi/umum/daging-dada-dan-kulit-kalkun,Daging
"Daging Dada  dan Kulit Kalkun (Dimasak, Dipanggang)",189,7.41,0.0,28.71,0.48,43.0,1015.0,0.5,3.51,https://www.fatsecret.co.id/kalori-gizi/umum/daging-dada-dan-kulit-kalkun-(dimasak-dipanggang),Daging
"Daging Dada Kalkun (Digoreng, Dimasak, Dipanggang)",135,0.74,0.0,30.06,0.48,43.0,1015.0,0.5,3.51,https://www.fatsecret.co.id/kalori-gizi/umum/daging-dada-kalkun-(digoreng-dimasak-dipanggang),Daging
Daging Burung Onta Giling,165,8.7,0.0,20.22,10.96,0.0,525.0,4.4,4.12,https://www.fatsecret.co.id/kalori-gizi/umum/daging-burung-onta-giling,Daging
Fettucini Instan dengan Saus Daging Asap,440,12.0,63.0,20.0,0.0,0.0,0.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/circle-k/fettucini-instan-dengan-saus-daging-asap/1-porsi,Daging
Daging Babi Asap (Diawetkan),311,30.63,0.45,7.89,0.69,6.0,116.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-babi-asap-(diawetkan),Daging
Bakso Daging Ayam Keju (Ready To Go),70,3.5,4.0,7.0,1.39,21.0,134.0,0.1,0.42,https://www.fatsecret.co.id/kalori-gizi/fiesta/bakso-daging-ayam-keju-(ready-to-go)/1-sajian,Daging
"Daging Babi Asap (Diawetkan, Dipanggang, Digoreng, Dimasak)",541,41.78,1.43,37.04,0.69,6.0,116.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-babi-asap-(diawetkan-dipanggang-digoreng-dimasak),Daging
Daging Babi Giling,263,21.19,0.0,16.88,7.87,72.0,56.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-babi-giling,Daging
"Daging Babi Asap (Diawetkan, Dipanggang, Dimasak)",548,43.27,1.35,35.73,0.69,6.0,116.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-babi-asap-(diawetkan-dipanggang-dimasak),Daging
"Daging Babi Asap (Diawetkan, Di-Microwave, Dimasak)",38,2.8,0.08,2.9,0.69,6.0,116.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-babi-asap-(diawetkan-di-microwave-dimasak),Daging
"Daging Babi Asap (Diawetkan, Digoreng, Dimasak)",42,3.18,0.12,3.03,0.69,6.0,116.0,0.0,0.0,https://www.fatsecret.co.id/kalori-gizi/umum/daging-babi-asap-(diawetkan-digoreng-dimasak),Daging
Kentang (Daging dan Kulit),77,0.09,17.47,2.02,0.03,0.0,6.0,2.4,1.15,https://www.fatsecret.co.id/kalori-gizi/umum/kentang-(daging-dan-kulit),Daging
Kentang Coklat Kemerah-Merahan (Daging dan Kulit),168,0.17,38.49,4.56,0.03,0.0,6.0,2.4,1.15,https://www.fatsecret.co.id/kalori-gizi/umum/kentang-coklat-kemerah-merahan-(daging-dan-kulit),Daging
Kentang Putih (Daging dan Kulit),70,0.1,15.71,1.68,0.03,0.0,6.0,2.4,1.15,https://www.fatsecret.co.id/kalori-gizi/umum/kentang-putih-(daging-dan-kulit),Daging
